3,Diatom Chlorophyll Mass Concentration,kg m-3,chlorophyll from diatom phytoplankton component concentration alone,,chldiat,,mass_concentration_of_diatoms_expressed_as_chlorophyll_in_sea_water,kg m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,chldiat,ocnBgchem,,area: areacello volume: volcello,,
3,Mass Concentration of Diazotrophs expressed as Chlorophyll in Sea Water,kg m-3,,,,,mass_concentration_of_diazotrophs_expressed_as_chlorophyll_in_sea_water,kg m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,0,ocnBgchem,,area: areacello volume: volcello,,
3,Mass Concentration of Calcareous Phytoplankton expressed as Chlorophyll in Sea Water,kg m-3,,,,,mass_concentration_of_calcareous_phytoplankton_expressed_as_chlorophyll_in_sea_water,kg m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,0,ocnBgchem,,area: areacello volume: volcello,,
3,Mass Concentration of Picophytoplankton expressed as Chlorophyll in Sea Water,kg m-3,,,,,mass_concentration_of_picophytoplankton_expressed_as_chlorophyll_in_sea_water,kg m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,0,ocnBgchem,,area: areacello volume: volcello,,
,,,,,,,,,,,,,,,,,,,,,,
3,Other Phytoplankton Chlorophyll Mass Concentration,kg m-3,chlorophyll from additional phytoplankton component concentrations alone,,chlmisc,,mass_concentration_of_miscellaneous_phytoplankton_expressed_as_chlorophyll_in_sea_water,kg m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,chlmisc,ocnBgchem,,area: areacello volume: volcello,,
3,Particulate Organic Nitrogen Concentration,mol m-3,sum of particulate organic nitrogen component concentrations,,pon,,mole_concentration_of_particulate_organic_matter_expressed_as_nitrogen_in_sea_water,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,pon,ocnBgchem,,area: areacello volume: volcello,,
3,Particulate Organic Phosphorus Concentration,mol m-3,sum of particulate organic phosphorus component concentrations,,pop,,mole_concentration_of_particulate_organic_matter_expressed_as_phosphorus_in_sea_water,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,pop,ocnBgchem,,area: areacello volume: volcello,,
3,Particulate Biogenic Iron Concentration,mol m-3,sum of particulate organic iron component concentrations,,bfe,,mole_concentration_of_particulate_organic_matter_expressed_as_iron_in_sea_water,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,bfe,ocnBgchem,,area: areacello volume: volcello,,
3,Particulate Biogenic Silica Concentration,mol m-3,sum of particulate silica component concentrations,,bsi,,mole_concentration_of_particulate_matter_expressed_as_silicon_in_sea_water,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,bsi,ocnBgchem,,area: areacello volume: volcello,,
3,Phytoplankton Nitrogen Concentration,mol m-3,sum of phytoplankton nitrogen component concentrations,,phyn,mole_concentration_of_phytoplankton_expressed_as_nitrogen_in_sea_water,,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,phyn,ocnBgchem,,area: areacello volume: volcello,,
3,Phytoplankton Phosphorus Concentration,mol m-3,sum of phytoplankton phosphorus components,,phyp,,mole_concentration_of_phytoplankton_expressed_as_phosphorus_in_sea_water,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,phyp,ocnBgchem,,area: areacello volume: volcello,,
3,Phytoplankton Iron Concentration,mol m-3,sum of phytoplankton iron component concentrations,,phyfe,,mole_concentration_of_phytoplankton_expressed_as_iron_in_sea_water,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,phyfe,ocnBgchem,,area: areacello volume: volcello,,
3,Phytoplankton Silica Concentration,mol m-3,sum of phytoplankton silica component concentrations,,physi,,mole_concentration_of_phytoplankton_expressed_as_silicon_in_sea_water,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,physi,ocnBgchem,,area: areacello volume: volcello,,
3,Dimethyl Sulphide Concentration,mol m-3,dimethyl sulphide concentration,,dms,,mole_concentration_of_dimethyl_sulfide_in_sea_water,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,dms,ocnBgchem,,area: areacello volume: volcello,,
2,Mole Concentration of Carbonate expressed as Carbon in Sea Water,mol m-3,,,,,mole_concentration_of_carbonate_expressed_as_carbon_in_sea_water,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,0,ocnBgchem,,area: areacello volume: volcello,,
2,Mole Concentration of Calcite expressed as Carbon in Sea Water at Saturation,mol m-3,,"is it clear what ""saturation"" refers to? Is this like ""saturation vapor pressure""?  If so, should we say ""Saturation Mole Concentration""?",,,mole_concentration_of_calcite_expressed_as_carbon_in_sea_water_at_saturation,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,0,ocnBgchem,,area: areacello volume: volcello,,
2,Mole Concentration of Aragonite expressed as Carbon in Sea Water at Saturation,mol m-3,,"is it clear what ""saturation"" refers to? Is this like ""saturation vapor pressure""?  If so, should we say ""Saturation Mole Concentration""?",,,mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water_at_saturation,mol m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,0,ocnBgchem,,area: areacello volume: volcello,,
