,,,,,,,,,,,,,,,,,,atmos,,area: areacella,,
1.0,Surface Downward Eastward Wind Stress,Pa,,,tauu,surface_downward_eastward_stress,,Pa,time: mean,,,,,down,real,longitude latitude time,tauu,atmos,,area: areacella,,
1.0,Surface Downward Northward Wind Stress,Pa,,,tauv,surface_downward_northward_stress,,Pa,time: mean,,,,,down,real,longitude latitude time,tauv,atmos,,area: areacella,,
,,,,,,,,,,,,,,,,,,atmos,,area: areacella,,
1.0,Surface Upward Latent Heat Flux,W m-2,includes both evaporation and sublimation,,hfls,surface_upward_latent_heat_flux,,W m-2,time: mean,,,,,up,real,longitude latitude time,hfls,atmos,,area: areacella,,
1.0,Surface Upward Sensible Heat Flux,W m-2,,,hfss,surface_upward_sensible_heat_flux,,W m-2,time: mean,,,,,up,real,longitude latitude time,hfss,atmos,,area: areacella,,
1.0,Surface Downwelling Longwave Radiation,W m-2,,,rlds,surface_downwelling_longwave_flux_in_air,,W m-2,time: mean,,,,,down,real,longitude latitude time,rlds,atmos,,area: areacella,,
1.0,Surface Upwelling Longwave Radiation,W m-2,,,rlus,surface_upwelling_longwave_flux_in_air,,W m-2,time: mean,,,,,up,real,longitude latitude time,rlus,atmos,,area: areacella,,
1.0,Surface Downwelling Shortwave Radiation,W m-2,,,rsds,surface_downwelling_shortwave_flux_in_air,,W m-2,time: mean,,,,,down,real,longitude latitude time,rsds,atmos,,area: areacella,,
1.0,Surface Upwelling Shortwave Radiation,W m-2,,,rsus,surface_upwelling_shortwave_flux_in_air,,W m-2,time: mean,,,,,up,real,longitude latitude time,rsus,atmos,,area: areacella,,
1.0,Surface Downwelling Clear-Sky Shortwave Radiation,W m-2,,,rsdscs,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,,W m-2,time: mean,,,,,down,real,longitude latitude time,rsdscs,atmos,,area: areacella,,
1.0,Surface Upwelling Clear-Sky Shortwave Radiation,W m-2,,,rsuscs,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,,W m-2,time: mean,,,,,up,real,longitude latitude time,rsuscs,atmos,,area: areacella,,
1.0,Surface Downwelling Clear-Sky Longwave Radiation,W m-2,,,rldscs,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,,W m-2,time: mean,,,,,down,real,longitude latitude time,rldscs,atmos,,area: areacella,,
,,,,,,,,,,,,,,,,,,atmos,,area: areacella,,
1.0,TOA Incident Shortwave Radiation,W m-2,incident shortwave at the top of the atmosphere,,rsdt,toa_incoming_shortwave_flux,,W m-2,time: mean,,,,,down,real,longitude latitude time,rsdt,atmos,,area: areacella,,
1.0,TOA Outgoing Shortwave Radiation,W m-2,at the top of the atmosphere,,rsut,toa_outgoing_shortwave_flux,,W m-2,time: mean,,,,,up,real,longitude latitude time,rsut,atmos,,area: areacella,,
1.0,TOA Outgoing Longwave Radiation,W m-2,at the top of the atmosphere (to be compared with satellite measurements),,rlut,toa_outgoing_longwave_flux,,W m-2,time: mean,,,,,up,real,longitude latitude time,rlut,atmos,,area: areacella,,
1.0,TOA Outgoing Clear-Sky Longwave Radiation,W m-2,,,rlutcs,toa_outgoing_longwave_flux_assuming_clear_sky,,W m-2,time: mean,,,,,up,real,longitude latitude time,rlutcs,atmos,,area: areacella,,
1.0,TOA Outgoing Clear-Sky Shortwave Radiation,W m-2,,,rsutcs,toa_outgoing_shortwave_flux_assuming_clear_sky,,W m-2,time: mean,,,,,up,real,longitude latitude time,rsutcs,atmos,,area: areacella,,
,,,,,,,,,,,,,,,real,,,atmos,,area: areacella,,
1.0,Water Vapor Path,kg m-2,vertically integrated through the atmospheric column,,prw,atmosphere_water_vapor_content,,kg m-2,time: mean,,,,,,real,longitude latitude time,prw,atmos,,area: areacella,,
1.0,Total Cloud Fraction,%,"for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Include both large-scale and convective cloud.",,clt,cloud_area_fraction,,%,time: mean,,,,,,real,longitude latitude time,clt,atmos,,area: areacella,,
1.0,Condensed Water Path,kg m-2,calculate mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Include precipitating hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.  ,,clwvi,atmosphere_cloud_condensed_water_content,,kg m-2,time: mean,,,,,,real,longitude latitude time,clwvi,atmos,,area: areacella,,
1.0,Ice Water Path,kg m-2,calculate mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Include precipitating frozen hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.  ,,clivi,atmosphere_cloud_ice_content,,kg m-2,time: mean,,,,,,real,longitude latitude time,clivi,atmos,,area: areacella,,
,,,,,,,,,,,,,,,,,,atmos,,area: areacella,,
1.0,Net Downward Flux at Top of Model,W m-2,"i.e., at the top of that portion of the atmosphere where dynamics are explicitly treated by the model. Report only if this differs from the net downward radiative flux at the top of the atmosphere.",,rtmt,net_downward_radiative_flux_at_top_of_atmosphere_model,,W m-2,time: mean,,,,,down,real,longitude latitude time,rtmt,atmos,,area: areacella,,
1.0,Air Pressure at Convective Cloud Base,Pa,,,ccb,air_pressure_at_convective_cloud_base,,Pa,time: mean,,,,,,real,longitude latitude time,ccb,atmos,,area: areacella,,
1.0,Air Pressure at Convective Cloud Top,Pa,,,cct,air_pressure_at_convective_cloud_top,,Pa,time: mean,,,,,,real,longitude latitude time,cct,atmos,,area: areacella,,
1.0,Fraction of Time Convection Occurs,1.0,Fraction of time that convection occurs in the grid cell .,,ci ,,,1.0,time: mean,,,,,,real,longitude latitude time,ci ,atmos,,area: areacella,,
1.0,Fraction of Time Shallow Convection Occurs,1.0,Fraction of time that shallow convection occurs in the grid cell. ( For models with a distinct shallow convection scheme only),,sci,,,1.0,time: mean,,,,,,real,longitude latitude time,sci,atmos,,area: areacella,,
,,,,,,,,,,,,,,,,,,,,area: areacella,,
1.0,Carbon Mass Flux into Atmosphere Due to All Anthropogenic Emissions of CO2,kg  m-2 s-1,"This is requested only for the emission-driven coupled carbon climate model runs.  Do not include natural fire sources, but include all anthropogenic sources, including fossil fuel use, cement production, agricultural burning, and sources associated with anthropogenic land use change excluding forest regrowth.",,fco2antt,,,kg  m-2 s-1,time: mean,,,,,up,real,longitude latitude time,fco2antt,atmos,,area: areacella,,
1.0,Carbon Mass Flux into Atmosphere Due to Fossil Fuel Emissions of CO2,kg m-2 s-1,"This is requested only for the emission-driven coupled carbon climate model runs.  Report the prescribed anthropogenic CO2 flux from fossil fuel use, including cement production, and flaring (but not from land-use changes, agricultural burning, forest regrowth, etc.)",,fco2fos,,,kg m-2 s-1,time: mean,,,,,up,real,longitude latitude time,fco2fos,atmos,,area: areacella,,
1.0,Surface Carbon Mass Flux into the Atmosphere Due to Natural Sources,kg m-2 s-1,"Report from all simulations (both emission-driven and concentration-driven) performed by models with fully interactive and responsive carbon cycles.  This is what the atmosphere sees (on its own grid).  This field should be equivalent to the combined natural fluxes of carbon (requested in the L_mon and O_mon tables) that account for natural exchanges between the atmosphere and land or ocean reservoirs (i.e., ""net ecosystem biospheric productivity"", for land, and ""air to sea CO2 flux"", for ocean.)",,fco2nat,,,kg m-2 s-1,time: mean,,,,,up,real,longitude latitude time,fco2nat,atmos,,area: areacella,,
