comment,description,egid,endy,ensz,original label,minimal model configuration,mip,nstart,ntot,starty,tier,uid,yps,experiment_id,seg-1,seg-2,seg-3,sub_experiment_id,sub_experiment,required source_type elements,additional allowed source_type elements,experiment label used in final version of GMD article,experiment title,parent_ experiment_id,parent_sub_ experiment_id,parent_activity_id,Questions/Comments/Notes,
,"As futureSST, but CO2 is quadrupled, and the increase in CO2 is seen by both the radiation scheme and vegetation.",f19b8bae-c478-11e5-868e-ac72891c3257,As above,1,sstPiTot,AGCM,CFMIP,1,20,As above,2,f19b9a40-c478-11e5-868e-ac72891c3257,20,futureSST-4xCO2-all,futureSST,4xCO2,all,none,none,AGCM,CHEM AER BGM,,control plus warming pattern SSTs with 4xCO2,,,,"Is it o.k. to drop ""all"" in experiment_id?",
,DECK: 1pctCO2,f19e1342-c478-11e5-868e-ac72891c3257, ,1,1pctCO2,AOGCM,CMIP,1,150, ,1,f19e1928-c478-11e5-868e-ac72891c3257,150,1pctCO2,1pctCO2,,,none,none,AOGCM,CHEM AER,,1 percent per year increase in CO2,piControl,none,CMIP,,
,DECK: abrupt4xCO2,f19e1342-c478-11e5-868e-ac72891c3257, ,1,abrupt4xCO2,AOGCM,CMIP,1,150, ,1,f19e15e0-c478-11e5-868e-ac72891c3257,150,abrupt-4xCO2,abrupt,4xCO2,,none,none,AOGCM,CHEM AER,,abrupt quadrupling of CO2,piControl,none,CMIP,,
,DECK: AMIP,f19e1342-c478-11e5-868e-ac72891c3257, ,1,AMIP,AGCM,CMIP,1,40, ,1,f19e1bd0-c478-11e5-868e-ac72891c3257,40,amip,amip,,,none,none,AGCM,CHEM AER,,AMIP,,,,,
,DECK: control,f19e1342-c478-11e5-868e-ac72891c3257, ,1,control,AOGCM,CMIP,1,500, ,1,f19e11ee-c478-11e5-868e-ac72891c3257,500,piControl,piControl,,,none,none,AOGCM,CHEM AER,,pre-Industrial control,,,,,
,DECK: control (emission-driven),f19e1342-c478-11e5-868e-ac72891c3257, ,1,esmControl,ESM,CMIP,1,500, ,1,f19e11ee-c478-11e5-868e-ac72891c3257,500,esm-piControl,esm,piControl,,none,none,ESM,CHEM AER,,pre-industrial control simulation with CO2 concentration calculated,,,,,
,DECK: spin-up portion of the control,,,,,AOGCM,CMIP,,,,2,,,,,,,,none,,CHEM AER,,pre-industrial control (spin-up),,,,probably shouldn't be labeled differently from piControl,
,DECK: spin-up portion of the control (emission-driven),,,,,ESM,CMIP,,,,2,,,,,,,,none,,CHEM AER,,pre-industrial control simulation with CO2 concentration calculated (spiin-up),,,,probably shouldn't be labeled differently from esm-piControl,
,CMIP6 historical ,f19e1fae-c478-11e5-868e-ac72891c3257, ,1,historical,AOGCM,CMIP,1,150, ,1,f19e1e64-c478-11e5-868e-ac72891c3257,150,historical,historical,,,none,none,AOGCM,CHEM AER,,all-forcing simulation of the recent past,piControl,none,CMIP,,
,CMIP6  historical (CO2 emission-driven),f19e1fae-c478-11e5-868e-ac72891c3257, ,1,esmHistorical,ESM,CMIP,1,150, ,1,f19e1e64-c478-11e5-868e-ac72891c3257,150,esm-hist,esm,hist,,none,none,ESM,CHEM AER,,all-forcing simulation of the recent past with atmospheric CO2 concentration calculated ,esm-piControl,none,CMIP,,
,Extension beyond 2014 of the CMIP6 historical ,,,,,AOGCM,CMIP,,,,2,,,historical-ext,historical,ext,,none,none,AOGCM,CHEM AER,,post-2014 all-forcing simulation,historical,none,CMIP,,
,Extension beyond 2014 of the CMIP6 historical  (CO2 emission-driven),,,,,ESM,CMIP,,,,2,,,esm-hist-ext,esm,hist,ext,none,none,ESM,CHEM AER,,post-2014 all-forcing simulation with atmospheric CO2 concentration calculated,esm-hist,none,CMIP,,
,,,,,,,DAMIP,,,,,,,,,,,,none,,,,,,,,I hope you don't plan also to have emissions-driven ESMs do these run.  WMGHG concentrations are prescribed É yes?  If not we need additional experiments for emission-driven.,
,Historical anthropogenic-Aerosols-only run. ,f19baf1c-c478-11e5-868e-ac72891c3257,2020,3,histAER,AOGCM,DAMIP,1,513,1850,1,f19badb4-c478-11e5-868e-ac72891c3257,171,hist-aer,hist,aer,,none,none,AOGCM,CHEM AER BGM,,historical anthropogenic aerosols-only run,piControl,none,,This and the following item appeared on a single line in the orginal spread sheet.,
,Historical CO2-only run. ,f19baf1c-c478-11e5-868e-ac72891c3257,2020,3,histCO2,AOGCM,DAMIP,1,513,1850,1,f19badb4-c478-11e5-868e-ac72891c3257,171,hist-CO2,hist,CO2,,none,none,AOGCM,CHEM AER BGM,,historical CO2-only run,piControl,none,,,
,"* Enlarging ensemble size of the CMIP6 hisorical simulations (2015-2020 under SSP2-4.5 of ScenarioMIP) to at least three members. * DCPP: DCPP proposes a 10 member ensemble of histALL up to 2030 also extended with SSP2-4.5. * Please provide output data up to 2014 as ""CMIP6 historical"" and 2015-2020 (or 2030 for DCPP) as SSP2-4.5 of ScenarioMIP.",f19ba1f2-c478-11e5-868e-ac72891c3257,2020,2,histALL,AOGCM,DAMIP,1,342,1850,1,f19ba08a-c478-11e5-868e-ac72891c3257,171,,,,,,,,,,,,,,"Not different from ""historical""; just larger ensemble. 
=> just larger ensembles of historical for 1850-2014 and SSP2-4.5 of ScenarioMIP for 2015-2020.",
,Historical ALL forcing run with alternate estimates of aerosol concentrations/emissions,f19bcd1c-c478-11e5-868e-ac72891c3257,2020,3,HistallEstaer2,AOGCM,DAMIP,1,513,1850,3,f19bcbbe-c478-11e5-868e-ac72891c3257,171,hist-all-aer2,hist,all,aer2,none,none,AOGCM,CHEM AER BGM,,historical ALL-forcing run with alternate estimates of aerosol forcing,piControl,none,CMIP,,
,Historical ALL forcing run with alternates estimate of solar and volcanic forcing,f19bcd1c-c478-11e5-868e-ac72891c3257,2020,3,HistallEstnat2,AOGCM,DAMIP,1,513,1850,3,f19bd050-c478-11e5-868e-ac72891c3257,171,hist-all-nat2,hist,all,nat2,none,none,AOGCM,CHEM AER BGM,,historical ALL-forcing run with alternate estimates of natural forcing,piControl,none,CMIP,,
,"* Historical well-mixed GHG-only run. * Models with interactive chemistry schemes should either turn off the chemistry or use a preindustrial climatology of stratospheric and tropospheric ozone in their radiation schemes.  This will ensure that ozone is fixed in all these simulations, and simulated responses in models with and without coupled chemistry are comparable.",f19ba71a-c478-11e5-868e-ac72891c3257,2020,3,histGHG,AOGCM,DAMIP,1,513,1850,1,f19ba9f4-c478-11e5-868e-ac72891c3257,171,hist-GHG,hist,GHG,,none,none,AOGCM,CHEM AER BGM,,historical well-mixed GHG-only run,piControl,none,CMIP,,
,Historical natural-only run,f19ba71a-c478-11e5-868e-ac72891c3257,2020,3,histNAT,AOGCM,DAMIP,1,513,1850,1,f19ba5a8-c478-11e5-868e-ac72891c3257,171,hist-nat,hist,nat,,none,none,AOGCM,CHEM AER BGM,,historical natural-only run,piControl,none,CMIP,,
,Historical solar-only transient simulation using  settings from CMIP6 historical simulation but fixed GHG&ODS (1850 level),f19bc056-c478-11e5-868e-ac72891c3257,2020,3,histSOL,AOGCM,DAMIP,1,513,1850,3,f19bc3f8-c478-11e5-868e-ac72891c3257,171,hist-sol,hist,sol,,none,none,AOGCM,CHEM AER BGM,,historical solar-only run,piControl,none,CMIP,,
,"* Historical stratospheric-ozone-only. *  In models with coupled chemistry, the chemistry scheme should be turned off, and the simulated ensemble mean monthly mean 3D stratospheric ozone concentrations from the histALL simulations should be prescribed. Tropospheric ozone should be fixed at 3D long-term monthly mean piControl values, with a value of 100 ppbv ozone concentration in this piControl climatology used to separate the troposphere from the stratosphere. * In models without coupled chemistry the same stratospheric ozone prescribed in histALL should be prescribed. Stratospheric ozone concentrations will be provided by CCMI.",f19bb82c-c478-11e5-868e-ac72891c3257,2020,3,histSOZ,AOGCM,DAMIP,1,513,1850,2,f19bb6c4-c478-11e5-868e-ac72891c3257,171,hist-stratO3,hist,stratO3,,none,none,AOGCM,CHEM AER BGM,,historical stratospheric-ozone-only run,piControl,none,CMIP,,
,Historical volcanic-only run,f19bc056-c478-11e5-868e-ac72891c3257,2020,3,histVLC,AOGCM,DAMIP,1,513,1850,3,f19bbeee-c478-11e5-868e-ac72891c3257,171,hist-volc,hist,volc,,none,none,AOGCM,CHEM AER BGM,,historical volcanic-only run,piControl,none,CMIP,,
,Extension of aerosol-only run under SSP2-4.5,f19bc8b2-c478-11e5-868e-ac72891c3257,2100,1,ssp245AER,AOGCM,DAMIP,1,80,2021,3,f19bc754-c478-11e5-868e-ac72891c3257,80,ssp245-aer,ssp245,aer,,none,none,AOGCM,CHEM AER BGM,,aerosol-only SSP2-4.5 run,hist-aer,none,DAMIP,,
,*  Extension of well-mixed GHG-only run under SSP2-4.5. *  Models with interactive chemistry schemes should either turn off the chemistry or use a preindustrial climatology of stratospheric and tropospheric ozone in their radiation schemes.,f19bb3d6-c478-11e5-868e-ac72891c3257,2100,1,ssp245GHG,AOGCM,DAMIP,1,80,2021,2,f19bb278-c478-11e5-868e-ac72891c3257,80,ssp245-GHG,ssp245,GHG,,none,none,AOGCM,CHEM AER BGM,,well-mixed GHG-only SSP2-4.5 run,hist-GHG,none,DAMIP,,
,Extension of natural-only run under SSP2-4.5. ,f19bb3d6-c478-11e5-868e-ac72891c3257,2100,1,ssp245NAT,AOGCM,DAMIP,1,80,2021,3,f19bb278-c478-11e5-868e-ac72891c3257,80,ssp245-nat,ssp245,nat,,none,none,AOGCM,CHEM AER BGM,,natural-only SSP2-4.5 run,hist-nat,none,DAMIP,,
,"* Extension of stratospheric-ozone-only run under SSP2-4.5 *   In models with coupled chemistry, the chemistry scheme should be turned off, and the simulated ensemble mean monthly mean 3D stratospheric ozone concentrations from the SSP2-4.5 simulations should be prescribed. Tropospheric ozone should be fixed at 3D long-term monthly mean piControl values, with a value of 100 ppbv ozone concentration in this piControl climatology used to separate the troposphere from the stratosphere. * In models without coupled chemistry the same stratospheric ozone prescribed in SSP2-4.5 should be prescribed. Stratospheric ozone concentrations will be provided by CCMI.",f19bb3d6-c478-11e5-868e-ac72891c3257,2100,1,ssp245SOZ,AOGCM,DAMIP,1,80,2021,2,f19bbbd8-c478-11e5-868e-ac72891c3257,80,ssp245-stratO3,ssp245,stratO3,,none,none,AOGCM,CHEM AER BGM,,stratospheric-ozone-only SSP2-4.5 run,hist-stratO3,none,DAMIP,,
: nstart abbreviated: 30-60: years per sim abbreviated: 300-600: total number of years abbreviated: 1500-6000,"Decadal hindcasts begun each year from 1960 to present, or every other year at minimum",f19bd50a-c478-11e5-868e-ac72891c3257,present (to 2019),10,A1,AOGCM,DCPP,30,1500,1960,1,f19bd398-c478-11e5-868e-ac72891c3257,300,hindcast,hindcast,,,"of form: ""sYYYY""",none,AOGCM,CHEM AER,,hindcast initialized from observations with historical forcing,,,,"Note: for all DCPP experiments a sub_experiment_id will also be defined of the form: SYYYY, where YYYY is the year of the first January following initialization.",
,,,,,A2.1,AOGCM,DCPP,1,1700,1850,2,f19bd8f2-c478-11e5-868e-ac72891c3257,170,,,,,"of form: ""sYYYY""",none,AOGCM,CHEM AER,,,,,,"not needed; experiment_id=""hindcast""",
,Historical uninitialized simulations to assess the impact of initialization,f19bd50a-c478-11e5-868e-ac72891c3257,2030,10,A2.2,AOGCM,DCPP,1,1700,1850,2,f19bd8f2-c478-11e5-868e-ac72891c3257,170,hindcast-control,hindcast,control,,"of form: ""sYYYY""",none,AOGCM,CHEM AER,,simulation initialized from control with forcing prescribed from a portion of the historical period,,,,,
,,,,,A3.1,AOGCM,DCPP,,,,,,,,,,,,none,,,,,,,,"not needed; experiment_id=""hindcast""",
: nstart abbreviated: 30-60: years per sim abbreviated: 300 to 600: total number of years abbreviated: 3600-7200,"m additional ensemble members for decadal hindcasts begun each year from 1960 to present, or every other year at minimum",f19bd50a-c478-11e5-868e-ac72891c3257,present (to 2019),12,A3.2,AOGCM,DCPP,30,3600,1960,3,f19bdc44-c478-11e5-868e-ac72891c3257,300,,,,,,none,,,,,,,,"not needed; experiment_id=""hindcast""",
: nstart abbreviated: 30-60: years per sim abbreviated: 300 to 600: total number of years abbreviated: 1500-6000,"Decadal hindcasts begun each year from 1960 to present, or every other year at minimum, but with no information from the future",f19bd50a-c478-11e5-868e-ac72891c3257,present (to 2019),10,A4.1,AOGCM,DCPP,30,1500,1960,4,f19bdf96-c478-11e5-868e-ac72891c3257,300,hindcast-honest,hindcast,honest,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,hindcast initialized from observations without observed forcing after initialization,,,,,
: nstart abbreviated: 30-60: years per sim abbreviated: 300 to 600: total number of years abbreviated: 1500-6000,"Historical climate simulations as in DCPP-A2, but with no information from the future",f19bd50a-c478-11e5-868e-ac72891c3257,present (to 2019),10,A4.2,AOGCM,DCPP,30,1500,1960,4,f19be2e8-c478-11e5-868e-ac72891c3257,300,hindcast-hist,hindcast,hist,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,initialized from historical simulation without observed forcing after initialization,,,,,
,Ongoing decadal forecasts,f19be7a2-c478-11e5-868e-ac72891c3257,ongoing each year,10,B1,AOGCM,DCPP,1,50,present,1,f19be63a-c478-11e5-868e-ac72891c3257,5,forecast,forecast,,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,forecast initialized from observations,,,,,
,Ongoing decadal forecasts with m additional ensemble members,f19be7a2-c478-11e5-868e-ac72891c3257,ongoing each year,12,B2.1,AOGCM,DCPP,1,60,present,2,f19bebb2-c478-11e5-868e-ac72891c3257,5,,,,,,,,,,,,,,"not needed; experiment_id = ""forecast""",
,Ongoing decadal forecasts extended to 10 years,f19be7a2-c478-11e5-868e-ac72891c3257,ongoing each year,10,B2.2,AOGCM,DCPP,1,50,present,2,f19bef04-c478-11e5-868e-ac72891c3257,5,,,,,,,,,,,,,,"not needed; experiment_id = ""forecast""",
,Mechanisms and predictability of the hiatus and of similar long timescale variations of both signs,f19bf3aa-c478-11e5-868e-ac72891c3257,2015,10,C1.1,AOGCM,DCPP,1,660,1950 (from 1920 if possible),1,f19bf242-c478-11e5-868e-ac72891c3257,66,amv-control,amv,control,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,idealized Atlantic control,,,,,
,Mechanisms and predictability of the hiatus and of similar long timescale variations of both signs,f19bf3aa-c478-11e5-868e-ac72891c3257,2015,10,C1.2,AOGCM,DCPP,1,660,1950 (from 1920 if possible),1,f19bf6f2-c478-11e5-868e-ac72891c3257,66,amv-plus,amv,plus,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,idealized positive AMV anomaly pattern,,,,,
,Mechanisms and predictability of the hiatus and of similar long timescale variations of both signs,f19bf3aa-c478-11e5-868e-ac72891c3257,1949,10,C1.3,AOGCM,DCPP,1,300,1950,2,f19bfa3a-c478-11e5-868e-ac72891c3257,30,amv-minus,amv,minus,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,idealized negative AMV anomaly pattern,,,,,
,Mechanisms and predictability of the hiatus and of similar long timescale variations of both signs,f19bf3aa-c478-11e5-868e-ac72891c3257,1949,10,C1.4,AOGCM,DCPP,1,300,1950,2,f19bfd78-c478-11e5-868e-ac72891c3257,30,pdv-control,pdv,control,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,idealized Pacific control,,,,,
,Mechanisms and predictability of the hiatus and of similar long timescale variations of both signs,f19bf3aa-c478-11e5-868e-ac72891c3257,,10,C1.5,AOGCM,DCPP,1,250,control ,2,f19c0110-c478-11e5-868e-ac72891c3257,25,pdv-plus,pdv,plus,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,idealized positive PDV anomaly pattern,,,,,
,Mechanisms and predictability of the hiatus and of similar long timescale variations of both signs,f19bf3aa-c478-11e5-868e-ac72891c3257,,10,C1.6,AOGCM,DCPP,1,250,control ,2,f19c04ee-c478-11e5-868e-ac72891c3257,25,pdv-minus,pdv,minus,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,idealized negative PDV anomaly pattern,,,,,
,Mechanisms and predictability of the hiatus and of similar long timescale variations of both signs,f19bf3aa-c478-11e5-868e-ac72891c3257,,10,C1.7,AOGCM,DCPP,1,250,control ,2,f19c0836-c478-11e5-868e-ac72891c3257,25,pdv-plus-extraTrop,pdv,plus,extraTrop,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,idealized positive extratropical AMV anomaly pattern,,,,,
: years per sim abbreviated: 5 to 10: total number of years abbreviated: 200-400,Mechanisms and predictability of the hiatus and of similar long timescale variations of both signs,f19c0ee4-c478-11e5-868e-ac72891c3257,1996,10,C1.7a,AOGCM,DCPP,4,200,1993,3,f19c0c8c-c478-11e5-868e-ac72891c3257,5,pdv-minus-extraTrop,pdv,minus,extraTrop,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,idealizedÊ impact of a negative extratropical AMV anomaly pattern,,,,,
: years per sim abbreviated: 5 to 10: total number of years abbreviated: 200-400,Mechanisms and predictability of the hiatus and of similar long timescale variations of both signs,f19c0ee4-c478-11e5-868e-ac72891c3257,1999,10,C1.8,AOGCM,DCPP,4,200,1992,3,f19c12fe-c478-11e5-868e-ac72891c3257,5,amv-plus-trop,amv,plus,trop,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,idealized positive tropical AMV anomaly pattern,,,,,
: years per sim abbreviated: 5 to 10: total number of years abbreviated: 200-400,Mechanisms and predictability of the hiatus and of similar long timescale variations of both signs,f19c0ee4-c478-11e5-868e-ac72891c3257,1999,10,C1.8a,AOGCM,DCPP,4,200,1992,3,f19c12fe-c478-11e5-868e-ac72891c3257,5,amv-minus-trop,amv,minus,trop,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,idealized impact of a positive tropical AMV anomaly pattern,,,,,
,,,,,C2.1,AOGCM,DCPP,,,,,,,predictability-atlGyre,predictability,atlGyre,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,predictability of 1990s warming of Atlantic gyre,,,,,
,,,,,C2.2,AOGCM,DCPP,,,,,,,,,,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,,,,,"experiment_id = ""predictability-atlGyre""",
: years per sim abbreviated: 5 to 10: total number of years abbreviated: 50-100,Effects of volcanoes on decadal prediction and predictability of forced and internal variability components,f19c1a6a-c478-11e5-868e-ac72891c3257,1991,10,C3.1,AOGCM,DCPP,1,50,1991,1,f19c1858-c478-11e5-868e-ac72891c3257,5,hindcast-novolc,hindcast,novolc,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,hindcast but with only background volcanic forcing,,,,experiment includes 3 different start dates with 3 different volcanoes,
: years per sim abbreviated: 5 to 10: total number of years abbreviated: 50-100,Effects of volcanoes on decadal prediction and predictability of forced and internal variability components,f19c1a6a-c478-11e5-868e-ac72891c3257,1982,10,C3.2,AOGCM,DCPP,1,50,1982,2,f19c1f4c-c478-11e5-868e-ac72891c3257,5,,,,,,,,,,,,,,merged with C3.1,
: years per sim abbreviated: 5 to 10: total number of years abbreviated: 50-100,Effects of volcanoes on decadal prediction and predictability of forced and internal variability components,f19c1a6a-c478-11e5-868e-ac72891c3257,1963,10,C3.3,AOGCM,DCPP,1,50,1963,2,f19c5a8e-c478-11e5-868e-ac72891c3257,5,,,,,,,,,,,,,,merged with C3.1,
: years per sim abbreviated: 5 to 10: total number of years abbreviated: 50-100,Effects of volcanoes on decadal prediction and predictability of forced and internal variability components,f19c1a6a-c478-11e5-868e-ac72891c3257,2015,10,C3.4,AOGCM,DCPP,1,50,2015,1,f19c6088-c478-11e5-868e-ac72891c3257,5,forecast-Pinatubo,forecast,Pinatubo,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,2015 forecast with added Pinatubo forcing,,,,,
: years per sim abbreviated: 5 to 10: total number of years abbreviated: 50-100,Effects of volcanoes on decadal prediction and predictability of forced and internal variability components,f19c1a6a-c478-11e5-868e-ac72891c3257,2015,10,C3.5,AOGCM,DCPP,1,50,2015,2,f19c6466-c478-11e5-868e-ac72891c3257,5,forecast-ElChichon,forecast,ElChichon,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,2015 forecast with added El Chichon forcing,,,,,
: years per sim abbreviated: 5 to 10: total number of years abbreviated: 50-100,Effects of volcanoes on decadal prediction and predictability of forced and internal variability components,f19c1a6a-c478-11e5-868e-ac72891c3257,2015,10,C3.6,AOGCM,DCPP,1,50,2015,2,f19c68da-c478-11e5-868e-ac72891c3257,5,forecast-Agung,forecast,Agung,,"of form: ""sYYYY""",initiate with year YYYY,AOGCM,CHEM AER,,2015 forecast with added Agung forcing,,,,,
,"1xCO2 experiment, parallel to piControl, forced over the ocean simultaneously by surface windstress (as in the wind experiment), net heat flux (as in the heat experiment) and net freshwater flux (as in the water experiment) anomalies obtained from the CMIP5 ensemble mean of 1pctCO2 experiments at the time of 2xCO2, using a passive tracer to prevent negative climate feedback on the heat flux applied",f19c7e24-c478-11e5-868e-ac72891c3257,70,1,allFAF,AOGCM,FAFMIP,1,70,1,2,f19c81e4-c478-11e5-868e-ac72891c3257,70,faf-all,faf,all,,none,none,AOGCM,CHEM AER,faf-all,"control plus perturbative surface fluxes of momentum, heat and water into ocean",piControl,none,CMIP,,
,"1xCO2 experiment, parallel to piControl, forced over the ocean by surface net heat flux anomalies obtained from the CMIP5 ensemble mean of 1pctCO2 experiments at the time of 2xCO2, using a passive tracer to prevent negative climate feedback on the heat flux applied",f19c7168-c478-11e5-868e-ac72891c3257,70,1,heatFAF,AOGCM,FAFMIP,1,70,1,1,f19c74d8-c478-11e5-868e-ac72891c3257,70,faf-heat,faf,heat,,none,none,AOGCM,CHEM AER,faf-heat,control plus perturbative surface flux of heat into ocean,piControl,none,CMIP,,
,"1xCO2 experiment, parallel to piControl, with a flux of passive tracer added at the ocean surface at the same rate as the surface net heat flux anomaly applied in the FAFMIP heat experiment.",f19c7e24-c478-11e5-868e-ac72891c3257,70,1,passiveheat,AOGCM,FAFMIP,1,70,1,2,f19c7c80-c478-11e5-868e-ac72891c3257,70,faf-passiveheat,faf,passiveheat,,none,none,AOGCM,CHEM AER,faf-passiveheat,control plus surface flux of passive heat tracer into ocean,piControl,none,CMIP,,
,"1xCO2 experiment, parallel to piControl, forced over the ocean by surface windstress anomalies obtained from the CMIP5 ensemble mean of 1pctCO2 experiments at the time of 2xCO2",f19c7168-c478-11e5-868e-ac72891c3257,70,1,stressFAF,AOGCM,FAFMIP,1,70,1,1,f19c6fba-c478-11e5-868e-ac72891c3257,70,faf-stress,faf,stress,,none,none,AOGCM,CHEM AER,faf-stress,control plus perturbative surface flux of momentum into ocean,piControl,none,CMIP,,
,"1xCO2 experiment, parallel to piControl, forced over the ocean by surface net freshwater flux anomalies obtained from the CMIP5 ensemble mean of 1pctCO2 experiments at the time of 2xCO2",f19c7168-c478-11e5-868e-ac72891c3257,70,1,waterFAF,AOGCM,FAFMIP,1,70,1,1,f19c780c-c478-11e5-868e-ac72891c3257,70,faf-water,faf,water,,none,none,AOGCM,CHEM AER,faf-water,control plus perturbative surface flux of water into ocean,piControl,none,CMIP,,
,"Beginning from a preindustrial control run, simultaneously quadruple the CO2 concentration and reduce the solar constant such that the TOA radiative flux remains within +/m0.1 W/m2.",f19ca4da-c478-11e5-868e-ac72891c3257,1949,3,G1ext,AOGCM,GeoMIP,1,300,1850,1,f19ca372-c478-11e5-868e-ac72891c3257,100,G1,G1,,,none,none,AOGCM,CHEM AER,G1,abrupt quadrupling of CO2 plus reduction in total solar irradiance,piControl,none,CMIP,,
,Time slice at 1850 (picontrol) for G1ext to examine radiative forcing of abrupt4xCO2,f19cb704-c478-11e5-868e-ac72891c3257,1850,1,G1extSlice1,AGCM,GeoMIP,1,10,1850,2,f19cb5b0-c478-11e5-868e-ac72891c3257,10,piSST-4xCO2-solar,piSST,4xCO2,solar,none,none,AGCM,CHEM AER,piSST-4xCO2-solar,preindustrial conrol SSTs with quadrupled CO2 + solar reduction. ,,,,comparison of TOA fluxes from this simulation with those from the  piControl yields an estimate of forcing due to 4xCO2 plus compensating solar reduction (which should be near zero).,
,Time slice at 1949 (picontrol) for G1ext to examine radiative forcing of abrupt4xCO2 + G1,f19cb704-c478-11e5-868e-ac72891c3257,1949,1,G1extSlice2,AGCM,GeoMIP,1,10,1949,2,f19cba7e-c478-11e5-868e-ac72891c3257,10,futureSST-4xCO2-solar,futureSST,4xCO2,solar,none,none,AGCM,CHEM AER,futureSST-4xCO2-solar,year 100 SSTs from abrupt4xCO2 with quadrupled CO2 + solar reduction,,,,comparison of TOA fluxes from this simulation with 10-year mean of fluxes centered around year 100 of 4xCO2 simulation yields an estimate of forcing due to solar reduction.,
,Time slice at 2020 (ScenarioMIP Tier 1 high forcing scenario),f19cb704-c478-11e5-868e-ac72891c3257,2020,1,G6Slice1,AGCM,GeoMIP,1,10,2020,2,f19cbdee-c478-11e5-868e-ac72891c3257,10,G6SST1,G6SST1,,,none,none,AGCM,CHEM AER,G6SST1,"SSTs, forcings, and other prescribed conditions from year 2020 of SSP5-8.5",,,,This provides a baseline for estimating time-evolving forcing in G6SST2-solar and GSST2-sulfur.,
,"Using solar irradiance reduction, return the radiative forcing from a background of the ScenarioMIP high forcing to the ScenarioMIP middle forcing.",f19caa84-c478-11e5-868e-ac72891c3257,2100,3,G6solar,AOGCM,GeoMIP,1,243,2020,1,f19cae26-c478-11e5-868e-ac72891c3257,81,G6solar,G6solar,,,none,none,AOGCM,CHEM AER,G6solar,total solar irradiance reduction to reduce net forcing from SSP585 to SSP245,historical,none,CMIP,,
,Time slice at 2100 (G6solar),f19cb704-c478-11e5-868e-ac72891c3257,2100,1,G6solarSlice2,AGCM,GeoMIP,1,10,2100,2,f19cc442-c478-11e5-868e-ac72891c3257,10,G6SST2-solar,G6SST2,solar,,none,none,AGCM,CHEM AER,G6SST2-solar,SSTs from year 2020 of SSP5-8.5; forcings and other prescribed conditions from year 2100 of G6solar,,,,comparison of TOA fluxes from this simulation with G6SST1 yields an estimate of forcing due to solar reduction. ,
,"Using equatorial SO2 injection, return the radiative forcing from a background of the ScenarioMIP high forcing to the ScenarioMIP middle forcing.",f19caa84-c478-11e5-868e-ac72891c3257,2100,3,G6sulfur,AOGCM,GeoMIP,1,243,2020,1,f19ca926-c478-11e5-868e-ac72891c3257,81,G6sulfur,G6sulfur,,,none,none,AOGCM,CHEM AER,G6sulfur,stratospheric sulfate aerosol injection to reduce net forcing from SSP585 to SSP245,historical,none,CMIP,,
,Time slice at 2100 (G6sulfur),f19cb704-c478-11e5-868e-ac72891c3257,2100,1,G6sulfurSlice2,AGCM,GeoMIP,1,10,2100,2,f19cc172-c478-11e5-868e-ac72891c3257,10,G6SST2-sulfur,G6SST2,sulfur,,none,none,AGCM,CHEM AER,G6SST2-sulfur,SSTs from year 2020 of SSP5-8.5; forcings and other prescribed conditions from year 2100 of G6sulfur,,,,comparison of TOA fluxes from this simulation with G6SST1 yields an estimate of forcing due to aerosol shading. ,
,"Against a background of the ScenarioMIP high forcing, reduce cirrus cloud optical depth by a constant amount",f19cb24a-c478-11e5-868e-ac72891c3257,2100,3,G7cirrus,AOGCM,GeoMIP,1,243,2020,1,f19cb0f6-c478-11e5-868e-ac72891c3257,81,G7cirrus,G7cirrus,,,none,none,AOGCM,CHEM AER,G7cirrus,G7cirrus _ increase cirrus ice crystal fall speed to reduce net forcing in SSP585 by 1 W m-2,historical,none,CMIP,,
